0.000000 -67.371580 7.567211 15.811223
0.000200 -65.006806 7.566840 15.811214
0.000400 -62.459793 7.566404 15.811204
0.000600 -59.771706 7.565919 15.811195
0.000800 -56.961329 7.565402 15.811187
0.001000 -53.985096 7.564869 15.811187
0.001200 -50.596854 7.564342 15.811206
0.001400 -45.372451 7.563856 15.811315
0.001600 59.451961 7.565337 15.816157
0.001800 41.905206 7.593749 15.819426
0.002000 12.071711 7.653095 15.826559
0.002200 -25.041696 7.708286 15.832764
0.002400 -69.286272 7.723706 15.832949
0.002600 -73.345307 7.725301 15.832939
0.002800 -73.123820 7.725567 15.832930
0.003000 -71.984886 7.725544 15.832920
0.003200 -70.402164 7.725378 15.832910
0.003400 -68.493348 7.725103 15.832900
0.003600 -66.318217 7.724737 15.832890
0.003800 -63.927023 7.724295 15.832880
0.004000 -61.365972 7.723794 15.832869
0.004200 -58.670102 7.723248 15.832860
0.004400 -55.842676 7.722675 15.832854
0.004600 -52.795563 7.722093 15.832857
0.004800 -49.103961 7.721526 15.832892
0.005000 -40.796581 7.721029 15.833146
0.005200 55.728259 7.727917 15.838414
0.005400 31.674186 7.769933 15.843342
0.005600 1.333972 7.831484 15.850772
0.005800 -51.377687 7.874492 15.854543
0.006000 -73.201886 7.880295 15.854532
0.006200 -75.747186 7.880126 15.854522
0.006400 -76.194080 7.879308 15.854513
0.006600 -76.223696 7.878361 15.854503
0.006800 -76.114568 7.877372 15.854493
0.007000 -75.935800 7.876360 15.854484
0.007200 -75.711860 7.875334 15.854474
0.007400 -75.455131 7.874297 15.854464
0.007600 -75.173966 7.873252 15.854454
0.007800 -74.874921 7.872200 15.854445
0.008000 -74.563396 7.871144 15.854435
0.008200 -74.243831 7.870084 15.854425
0.008400 -73.919816 7.869022 15.854415
0.008600 -73.594189 7.867958 15.854405
0.008800 -73.269141 7.866893 15.854395
0.009000 -72.946333 7.865829 15.854385
0.009200 -72.626996 7.864764 15.854375
0.009400 -72.312022 7.863700 15.854365
0.009600 -72.002047 7.862636 15.854354
0.009800 -71.697507 7.861574 15.854344
0.010000 -71.398689 7.860512 15.854334
0.010200 -71.105770 7.859451 15.854323
0.010400 -70.818845 7.858391 15.854313
0.010600 -70.537947 7.857333 15.854303
0.010800 -70.263066 7.856275 15.854292
0.011000 -69.994157 7.855219 15.854282
0.011200 -69.731155 7.854164 15.854271
0.011400 -69.473975 7.853110 15.854261
0.011600 -69.222520 7.852057 15.854250
0.011800 -68.976687 7.851006 15.854240
0.012000 -68.736363 7.849955 15.854229
0.012200 -68.501436 7.848906 15.854218
0.012400 -68.271789 7.847857 15.854208
0.012600 -68.047304 7.846810 15.854197
0.012800 -67.827862 7.845764 15.854186
0.013000 -67.613347 7.844719 15.854176
0.013200 -67.403642 7.843675 15.854165
0.013400 -67.198630 7.842632 15.854154
0.013600 -66.998200 7.841590 15.854143
0.013800 -66.802237 7.840550 15.854132
0.014000 -66.610632 7.839510 15.854122
0.014200 -66.423277 7.838471 15.854111
0.014400 -66.240065 7.837434 15.854100
0.014600 -66.060892 7.836397 15.854089
0.014800 -65.885656 7.835361 15.854078
0.015000 -65.714258 7.834326 15.854067
0.015200 -65.546600 7.833293 15.854057
0.015400 -65.382587 7.832260 15.854046
0.015600 -65.222126 7.831228 15.854035
0.015800 -65.065125 7.830197 15.854024
0.016000 -64.911495 7.829167 15.854013
0.016200 -64.761151 7.828138 15.854002
0.016400 -64.614008 7.827110 15.853991
0.016600 -64.469983 7.826083 15.853981
0.016800 -64.328995 7.825056 15.853970
0.017000 -64.190966 7.824031 15.853959
0.017200 -64.055820 7.823007 15.853948
0.017400 -63.923482 7.821983 15.853937
0.017600 -63.793880 7.820960 15.853926
0.017800 -63.666941 7.819938 15.853916
0.018000 -63.542598 7.818917 15.853905
0.018200 -63.420782 7.817897 15.853894
0.018400 -63.301429 7.816878 15.853883
0.018600 -63.184475 7.815859 15.853873
0.018800 -63.069856 7.814842 15.853862
0.019000 -62.957512 7.813825 15.853851
0.019200 -62.847385 7.812809 15.853841
0.019400 -62.739416 7.811794 15.853830
0.019600 -62.633550 7.810780 15.853819
0.019800 -62.529732 7.809766 15.853809
0.020000 -62.427908 7.808754 15.853798
0.020200 -62.328027 7.807742 15.853788
0.020400 -62.230038 7.806731 15.853777
0.020600 -62.133892 7.805721 15.853767
0.020800 -62.039541 7.804711 15.853756
0.021000 -61.946938 7.803703 15.853746
0.021200 -61.856038 7.802695 15.853735
0.021400 -61.766797 7.801688 15.853725
0.021600 -61.679170 7.800682 15.853715
0.021800 -61.593118 7.799677 15.853704
0.022000 -61.508597 7.798672 15.853694
0.022200 -61.425569 7.797668 15.853684
0.022400 -61.343994 7.796665 15.853673
0.022600 -61.263836 7.795663 15.853663
0.022800 -61.185055 7.794662 15.853653
0.023000 -61.107618 7.793661 15.853643
0.023200 -61.031488 7.792661 15.853633
0.023400 -60.956632 7.791662 15.853623
0.023600 -60.883015 7.790664 15.853613
0.023800 -60.810607 7.789666 15.853603
0.024000 -60.739374 7.788669 15.853593
0.024200 -60.669287 7.787673 15.853583
0.024400 -60.600315 7.786678 15.853573
0.024600 -60.532429 7.785683 15.853563
0.024800 -60.465600 7.784689 15.853554
0.025000 -60.399800 7.783696 15.853544
0.025200 -60.335002 7.782704 15.853534
0.025400 -60.271179 7.781713 15.853525
0.025600 -60.208306 7.780722 15.853515
0.025800 -60.146357 7.779732 15.853505
0.026000 -60.085307 7.778742 15.853496
0.026200 -60.025133 7.777754 15.853487
0.026400 -59.965811 7.776766 15.853477
0.026600 -59.907317 7.775779 15.853468
0.026800 -59.849630 7.774792 15.853458
0.027000 -59.792727 7.773807 15.853449
0.027200 -59.736587 7.772822 15.853440
0.027400 -59.681188 7.771838 15.853431
0.027600 -59.626511 7.770854 15.853422
0.027800 -59.572535 7.769872 15.853413
0.028000 -59.519241 7.768890 15.853403
0.028200 -59.466609 7.767908 15.853395
0.028400 -59.414620 7.766928 15.853386
0.028600 -59.363256 7.765948 15.853377
0.028800 -59.312500 7.764969 15.853368
0.029000 -59.262332 7.763990 15.853359
0.029200 -59.212737 7.763013 15.853350
0.029400 -59.163696 7.762036 15.853342
0.029600 -59.115194 7.761060 15.853333
0.029800 -59.067213 7.760084 15.853324
0.030000 -59.019738 7.759109 15.853316
0.030200 -58.972753 7.758135 15.853307
0.030400 -58.926242 7.757162 15.853299
0.030600 -58.880190 7.756189 15.853291
0.030800 -58.834582 7.755217 15.853282
0.031000 -58.789403 7.754246 15.853274
0.031200 -58.744638 7.753275 15.853266
0.031400 -58.700273 7.752306 15.853258
0.031600 -58.656294 7.751336 15.853250
0.031800 -58.612687 7.750368 15.853242
0.032000 -58.569438 7.749400 15.853234
0.032200 -58.526533 7.748433 15.853226
0.032400 -58.483959 7.747467 15.853218
0.032600 -58.441702 7.746501 15.853210
0.032800 -58.399749 7.745537 15.853202
0.033000 -58.358087 7.744572 15.853195
0.033200 -58.316702 7.743609 15.853187
0.033400 -58.275583 7.742646 15.853179
0.033600 -58.234715 7.741684 15.853172
0.033800 -58.194086 7.740723 15.853164
0.034000 -58.153683 7.739762 15.853157
0.034200 -58.113494 7.738802 15.853150
0.034400 -58.073505 7.737843 15.853142
0.034600 -58.033705 7.736885 15.853135
0.034800 -57.994079 7.735927 15.853128
0.035000 -57.954616 7.734970 15.853121
0.035200 -57.915302 7.734013 15.853114
0.035400 -57.876125 7.733058 15.853107
